match_id,ipl_season,team1,team2,toss_winner,toss_decision,match_won_by,win_type,win_margin,venue
829799,2015,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,5.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
829801,2015,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,wickets,6.0,Shaheed Veer Narayan Singh International Stadium
829803,2015,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Punjab Kings,runs,22.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
829805,2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,5.0,"Wankhede Stadium, Mumbai"
829807,2015,Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,bat,Royal Challengers Bengaluru,wickets,6.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
829809,2015,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Chennai Super Kings,wickets,7.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
829811,2015,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,9.0,Brabourne Stadium
829813,2015,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,,,,"M Chinnaswamy Stadium, Bengaluru"
829815,2015,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,9.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
829817,2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,runs,25.0,"Wankhede Stadium, Mumbai"
829819,2015,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,71.0,"Maharashtra Cricket Association Stadium, Pune"
829821,2015,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,3.0,JSCA International Stadium Complex
829823,2015,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,41.0,"Eden Gardens, Kolkata"
980901,2016,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,Rising Pune Supergiants,wickets,9.0,"Wankhede Stadium, Mumbai"
980903,2016,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9.0,"Eden Gardens, Kolkata"
980905,2016,Punjab Kings,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,5.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
980907,2016,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,runs,45.0,"M Chinnaswamy Stadium, Bengaluru"
980909,2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,"Eden Gardens, Kolkata"
980911,2016,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,bat,Gujarat Lions,wickets,7.0,Saurashtra Cricket Association Stadium
980913,2016,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8.0,"Arun Jaitley Stadium, Delhi"
980915,2016,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
980917,2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,3.0,"Wankhede Stadium, Mumbai"
980919,2016,Rising Pune Supergiants,Punjab Kings,Rising Pune Supergiants,bat,Punjab Kings,wickets,6.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
980921,2016,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,"M Chinnaswamy Stadium, Bengaluru"
980923,2016,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
980925,2016,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
980927,2016,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,"Wankhede Stadium, Mumbai"
980929,2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,10.0,Saurashtra Cricket Association Stadium
980931,2016,Royal Challengers Bengaluru,Rising Pune Supergiants,Rising Pune Supergiants,field,Royal Challengers Bengaluru,runs,13.0,"Maharashtra Cricket Association Stadium, Pune"
980933,2016,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,10.0,"Arun Jaitley Stadium, Delhi"
980935,2016,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
980937,2016,Royal Challengers Bengaluru,Gujarat Lions,Royal Challengers Bengaluru,bat,Gujarat Lions,wickets,6.0,Saurashtra Cricket Association Stadium
980939,2016,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,2.0,"Maharashtra Cricket Association Stadium, Pune"
980941,2016,Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,runs,25.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
980943,2016,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants,runs,34.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
980945,2016,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,Gujarat Lions,runs,1.0,"Arun Jaitley Stadium, Delhi"
980947,2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,"Wankhede Stadium, Mumbai"
980949,2016,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,3.0,"Maharashtra Cricket Association Stadium, Pune"
980951,2016,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,27.0,"Arun Jaitley Stadium, Delhi"
980953,2016,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,15.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
980955,2016,Punjab Kings,Gujarat Lions,Gujarat Lions,field,Punjab Kings,runs,23.0,Saurashtra Cricket Association Stadium
980957,2016,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,"Maharashtra Cricket Association Stadium, Pune"
980959,2016,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,"M Chinnaswamy Stadium, Bengaluru"
980961,2016,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8.0,Saurashtra Cricket Association Stadium
980963,2016,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,runs,7.0,"Eden Gardens, Kolkata"
980965,2016,Delhi Capitals,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants,wickets,7.0,"Arun Jaitley Stadium, Delhi"
980967,2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
980969,2016,Rising Pune Supergiants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,7.0,"M Chinnaswamy Stadium, Bengaluru"
980971,2016,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,runs,9.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
980973,2016,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,runs,85.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
980975,2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,5.0,"Eden Gardens, Kolkata"
980977,2016,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,runs,1.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
980979,2016,Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,4.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
980981,2016,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,"M Chinnaswamy Stadium, Bengaluru"
980983,2016,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
980985,2016,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Punjab Kings,wickets,7.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
980987,2016,Royal Challengers Bengaluru,Gujarat Lions,Gujarat Lions,field,Royal Challengers Bengaluru,runs,144.0,"M Chinnaswamy Stadium, Bengaluru"
980989,2016,Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,bat,Kolkata Knight Riders,wickets,8.0,"Eden Gardens, Kolkata"
980991,2016,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Sunrisers Hyderabad,wickets,7.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
980993,2016,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,80.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
980995,2016,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,9.0,"Eden Gardens, Kolkata"
980997,2016,Delhi Capitals,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants,runs,19.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
980999,2016,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,runs,82.0,"M Chinnaswamy Stadium, Bengaluru"
981001,2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,6.0,Green Park
981003,2016,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,Shaheed Veer Narayan Singh International Stadium
981005,2016,Punjab Kings,Rising Pune Supergiants,Punjab Kings,bat,Rising Pune Supergiants,wickets,4.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
981007,2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,6.0,Green Park
981009,2016,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,22.0,"Eden Gardens, Kolkata"
981011,2016,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,6.0,Shaheed Veer Narayan Singh International Stadium
981013,2016,Gujarat Lions,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4.0,"M Chinnaswamy Stadium, Bengaluru"
981015,2016,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,22.0,"Arun Jaitley Stadium, Delhi"
981017,2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,4.0,"Arun Jaitley Stadium, Delhi"
981019,2016,Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,8.0,"M Chinnaswamy Stadium, Bengaluru"
1082591,2017,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,35.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1082592,2017,Mumbai Indians,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants,wickets,7.0,"Maharashtra Cricket Association Stadium, Pune"
1082593,2017,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,10.0,Saurashtra Cricket Association Stadium
1082594,2017,Rising Pune Supergiants,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6.0,Holkar Cricket Stadium
1082595,2017,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,15.0,"M Chinnaswamy Stadium, Bengaluru"
1082596,2017,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,9.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1082597,2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,4.0,"Wankhede Stadium, Mumbai"
1082598,2017,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Punjab Kings,wickets,8.0,Holkar Cricket Stadium
1082599,2017,Delhi Capitals,Rising Pune Supergiants,Rising Pune Supergiants,field,Delhi Capitals,runs,97.0,"Maharashtra Cricket Association Stadium, Pune"
1082600,2017,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,4.0,"Wankhede Stadium, Mumbai"
1082601,2017,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,"Eden Gardens, Kolkata"
1082602,2017,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,4.0,"M Chinnaswamy Stadium, Bengaluru"
1082603,2017,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,7.0,Saurashtra Cricket Association Stadium
1082604,2017,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,17.0,"Eden Gardens, Kolkata"
1082605,2017,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,runs,51.0,"Arun Jaitley Stadium, Delhi"
1082606,2017,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,"Wankhede Stadium, Mumbai"
1082607,2017,Rising Pune Supergiants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Rising Pune Supergiants,runs,27.0,"M Chinnaswamy Stadium, Bengaluru"
1082608,2017,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,4.0,"Arun Jaitley Stadium, Delhi"
1082609,2017,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,runs,5.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1082610,2017,Royal Challengers Bengaluru,Gujarat Lions,Gujarat Lions,field,Royal Challengers Bengaluru,runs,21.0,Saurashtra Cricket Association Stadium
1082611,2017,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,15.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1082612,2017,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,Holkar Cricket Stadium
1082613,2017,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,4.0,"Eden Gardens, Kolkata"
1082614,2017,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,14.0,"Wankhede Stadium, Mumbai"
1082615,2017,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants,wickets,6.0,"Maharashtra Cricket Association Stadium, Pune"
1082616,2017,Punjab Kings,Gujarat Lions,Gujarat Lions,field,Punjab Kings,runs,26.0,Saurashtra Cricket Association Stadium
1082617,2017,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,82.0,"Eden Gardens, Kolkata"
1082618,2017,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,Rising Pune Supergiants,runs,3.0,"Wankhede Stadium, Mumbai"
1082620,2017,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,"Maharashtra Cricket Association Stadium, Pune"
1082621,2017,Royal Challengers Bengaluru,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,7.0,"M Chinnaswamy Stadium, Bengaluru"
1082622,2017,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,"Eden Gardens, Kolkata"
1082623,2017,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,runs,26.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1082624,2017,Rising Pune Supergiants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Rising Pune Supergiants,runs,61.0,"Maharashtra Cricket Association Stadium, Pune"
1082625,2017,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,,,,Saurashtra Cricket Association Stadium
1082626,2017,Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,10.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1082627,2017,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,48.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1082628,2017,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,bat,Mumbai Indians,wickets,5.0,"Wankhede Stadium, Mumbai"
1082629,2017,Gujarat Lions,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants,wickets,5.0,"Maharashtra Cricket Association Stadium, Pune"
1082630,2017,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,"Arun Jaitley Stadium, Delhi"
1082631,2017,Kolkata Knight Riders,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants,wickets,4.0,"Eden Gardens, Kolkata"
1082632,2017,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,"Arun Jaitley Stadium, Delhi"
1082633,2017,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Punjab Kings,runs,19.0,"M Chinnaswamy Stadium, Bengaluru"
1082634,2017,Rising Pune Supergiants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rising Pune Supergiants,runs,12.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1082635,2017,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,146.0,"Arun Jaitley Stadium, Delhi"
1082636,2017,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,"M Chinnaswamy Stadium, Bengaluru"
1082637,2017,Punjab Kings,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,6.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1082638,2017,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,7.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1082639,2017,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Kings,runs,14.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1082640,2017,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,2.0,Green Park
1082641,2017,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,runs,7.0,"Wankhede Stadium, Mumbai"
1082642,2017,Delhi Capitals,Rising Pune Supergiants,Delhi Capitals,bat,Delhi Capitals,runs,7.0,"Arun Jaitley Stadium, Delhi"
1082643,2017,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,Green Park
1082644,2017,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,9.0,"Eden Gardens, Kolkata"
1082645,2017,Punjab Kings,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants,wickets,9.0,"Maharashtra Cricket Association Stadium, Pune"
1082646,2017,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,10.0,"Arun Jaitley Stadium, Delhi"
1082647,2017,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,Rising Pune Supergiants,runs,20.0,"Wankhede Stadium, Mumbai"
1082648,2017,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,"M Chinnaswamy Stadium, Bengaluru"
1082649,2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,"M Chinnaswamy Stadium, Bengaluru"
1082650,2017,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,Mumbai Indians,runs,1.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1136561,2018,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,1.0,"Wankhede Stadium, Mumbai"
1136562,2018,Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1136563,2018,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4.0,"Eden Gardens, Kolkata"
1136564,2018,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,9.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1136565,2018,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1136566,2018,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,10.0,Sawai Mansingh Stadium
1136567,2018,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,1.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1136568,2018,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4.0,"M Chinnaswamy Stadium, Bengaluru"
1136569,2018,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,"Wankhede Stadium, Mumbai"
1136570,2018,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,"Eden Gardens, Kolkata"
1136571,2018,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Rajasthan Royals,runs,19.0,"M Chinnaswamy Stadium, Bengaluru"
1136572,2018,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,runs,4.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1136573,2018,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,runs,71.0,"Eden Gardens, Kolkata"
1136574,2018,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Mumbai Indians,runs,46.0,"Wankhede Stadium, Mumbai"
1136575,2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,Sawai Mansingh Stadium
1136576,2018,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Punjab Kings,runs,15.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
1136577,2018,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,64.0,"Maharashtra Cricket Association Stadium, Pune"
1136578,2018,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,9.0,"Eden Gardens, Kolkata"
1136579,2018,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,6.0,"M Chinnaswamy Stadium, Bengaluru"
1136580,2018,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,runs,4.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1136581,2018,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,3.0,Sawai Mansingh Stadium
1136582,2018,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,runs,4.0,"Arun Jaitley Stadium, Delhi"
1136583,2018,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,runs,31.0,"Wankhede Stadium, Mumbai"
1136584,2018,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,"M Chinnaswamy Stadium, Bengaluru"
1136585,2018,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,runs,13.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1136586,2018,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,55.0,"Arun Jaitley Stadium, Delhi"
1136587,2018,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,"Maharashtra Cricket Association Stadium, Pune"
1136588,2018,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,11.0,Sawai Mansingh Stadium
1136589,2018,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,"M Chinnaswamy Stadium, Bengaluru"
1136590,2018,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,13.0,"Maharashtra Cricket Association Stadium, Pune"
1136591,2018,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bengaluru,runs,14.0,"M Chinnaswamy Stadium, Bengaluru"
1136592,2018,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,runs,4.0,"Arun Jaitley Stadium, Delhi"
1136593,2018,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,"Eden Gardens, Kolkata"
1136594,2018,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,Holkar Cricket Stadium
1136595,2018,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,"Maharashtra Cricket Association Stadium, Pune"
1136596,2018,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,7.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1136597,2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,13.0,"Wankhede Stadium, Mumbai"
1136598,2018,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6.0,Holkar Cricket Stadium
